ReviewerName,ReviewTitle,Reviews,Rating
Jeffrey ,For those having Remote pairing issues...Overall good product,"Like many reviews here... I had significant issues with getting the remote to pair.  It seems to be an issue with the software version on the device being mis-matched with the software on the remote with the Alexa button.I was able to work around this by pairing an existing remote I had for the Firestick with the simple Voice button on top(that also had volume control) - that remote worked almost instantly after pressing the home button for 10 seconds and I was able to complete the setup.  I was still unable to add the new remote no matter what I did (would not show up as discoverable)I then had to do a software update on the Fire stick; which then made the NEW remote discoverable but it ALSO required an update before it would finish the setup.  Once both the firestick and the new remote were updated, it all finally worked as expected.I'm unaware of a solution if you do not have an older remote to do the initial setup of the fire stick.Otherwise the performance of the device is great.  No complaints on features/functionality.",5
anthony romanelli,Simple to use.,"I like Firestick better than Roku. Others may disagree, but I find the remote control easier & quicker to use, and I think picture quality is bettr too.",5
Phil,AMAZING,"I've had the second generation and saw this on sale had too buy it, I love the way my streams look in 4k!!!",5
Amazon Customer,The 4k has more capabilities!,I replaced the older model fire stick & bought the 4k. The remote has more features & is easier since u don’t need the tv remote.,4
Mariela,A BIG solution in a tiny package,"This little addition to my TV has a big effect!  For some reason my TV doesn't connect to Netflix or Prime even though those features are supposedly on it.  But it never connects.  Solution, the Fire Stick.  Immediate connection to those ""extra"" channels with excellent picture and sound quality.  If your Smart TV is acting not too smart, this may be your solution.  It is mine.",5
Lovely lady,Great product,I had a 2nd gen fire stick before this one which became slow. This one works smoothly and easily. Perfect streaming.,3
Keith,Our favorite!!,We like the fire stick for everything.,5
RonP,Easy to use,"Use it for a bigger selection of channels and it is a huge upgrade.I’m very pleased with it, Glad I got it",4
JSM BD RWC,It was a good purchase,To stream TV,5
Merrill,Love it!,Worth the money,5
Mark R. Wietstock,Perfecto,Es más de lo que esperaba,5
madhu,Great replacement,If you have a dated fire box and can’t find a remote that does not work with your system then this is a great replacement. 👍👍,4
Brean,A must have,"So glad we got this. Now we can watch and stream almost every thing cable TV shows, without paying the high cost of Cable TV.",4
KELLY SILLS,Damn good product,"Our smart tv was doing wired stuff, going from what I was watching to crackle all by it self and freezing up. So I bought this and the problem is gone. This is our second one and we love it",5
Stephanie hayes,It works as described,Good stuff,5
Avidproxy,good streaming device,"Good for streaming, remote could use an update for better functionality",5
Katherine Johnson,Perfect,We had one and lost it in a house fire. The new one was easy to get set up and get all our apps back on,4
Shelly,A properly programs Firestick is an amazing thing.!,"The fire stick is an amazing device but if it’s not properly program the only thing you can really do is get you to the page streaming services. But once it’s probably programmed by someone who knows what they’re doing, it’ll change your life!",5
Mr. Rufus,Upgraded from an early generation.  Much better.,Good product.,3
Joseph Ricciuti,"Great product, works great.",The picture quality is great.,5
Amazon Customer,easy set up,as advertised,4
Merrill,Great service,I like the fire stick.,5
Mark R. Wietstock,Es muy bueno,Super bueno,4
Ray,The 4K Streaming is Amazing,"We have this on a smart TV that is capable of streaming without a Firestick and also a cable box that also is streaming-capable.  The Firestick works much better, more responsive and faster than the smart TV or the cable box.  We were able to watch a live sports event in 4K streaming and the picture quality was amazing.  Talking to Alexa is convenient.",5
Timothy Driscoll,Love it,Very fast.,2
William Grajal,Easy to install and use love the new features,I like the new features and it also controls the sound and the live tv Hutton is great too,5
Koopa,Good enough,"Great device the only problem is with Crunchyroll app, it seems that that specific app has issues of its own",5
jamilou,Exactly as described,Works great!!,5
David Wichita,Great,No issues,5
Bill Jones,Perfect replacement for the stock unit that came with our fire stick.,This unit worked out of the box with no configuration needed at all and has worked without issue for months.,5
Stephanie,Love watching football and movies on prime,Love watching TV on prime,4
Miguel Rincon Jerez,Very nice,,5
Alvaro Montealegre,Awesome 4K picture.,Easy installation,3
Merrill,Love it,Works good.,5
Mark R. Wietstock,Fast and easy,Very satisfied,5
Debbie C.,Awesome!!!,Awesome!!!,5
Donna Rodgers,K,Good product,5
Eric NC,Great,Great,5
Charles Zajicek,It was great,Everything,5
Dave Manasseri,Good,Good,5
PH,Price capability and quality,Tv,5
Jack,Great,Great,5
jordyn baytops,Great,I love my firestick,5
Mary Fusinski,A really good device to have !,This new 4k version is a great device for a better viewing experience! 1st class all the way!,4
Chad Evans,Firestick,No dislike love them,5
Merrill,Like it,Bought a new one because my other I bought like 5 years ago and it was getting slow,3
Mark R. Wietstock,Works great,We're far from techies but we were able to install it and connect it with ease. Much better than cable or satellite TV.,5
KV,Great for your entertainment needs,"I don't dislike anything about this product, works very well and easy to navigate with the remote.",5
Gregory Toscano,Awesome device,👍,5
CMA,Love it!,NA,5
pixie,FIRE STICK YEAH!,"For some reason, I can't get the fire stick to pair with the remote. I'm open to suggestions.",5
Kenneth R Alcorn,It works like  a charm.,To replace cable tv.,4
Pauline Schmitz,Works great,Streaming,5
caindygirl,easy setup,its fine streaming services setup to complicated,3
Dan Young,Always great! I have 5 of them all work great.,I have of 5 of these. All of them work great. I even use them on my smart TV'S.,4
JUAN CARLOS BARNOLA ESPINO,"Oh boy, this is great. 50% off",Couldn’t pass this up.,5
Deborah Harris,Quick and Easy Up and Running,Very easy to install and after installation I put off buying another 4K Television for 18 months,4
Merrill,Buen producto,"No conocía de este producto hasta que me lo recomendaron , quede encanada lo recomiendo 100%",5
Mark R. Wietstock,Buena calidad y práctico,Lo llevo con Migo a todos lados y es una solución a la hora de mirar contenido en la tv.,3
Vera Dorsey Conner,Love the firestick,Love my firestick,5
Rene Lopez,lo recomiendo 100%,"el equipo perfecto y trabaja con calidad,la imagenes nitidas y de calidad.en sentido general satisfecho .thanks",5
Rose Mcnebb,Let's me see shows without waiting to load programs.,Liken works great,5
JACK W,🧐,Not bad. Cuts out sometimes,5
Amber,Its a good product,I use it in my bedroom.,5
Shane Manning,fire stick for new tv.,It works fine with my tv.,5
terry likens,Love it,Great fire stick,5
Christian Moore,awesome tool,great tool,5
